ISBN,AvgBookRating,NumberOfRating,BookTitle,BookAuthor,YearOfPublication,Publisher,new_score
0425152251,3.3256880733944953,218,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group,1.7178581130062085
0842329250,3.7663551401869158,107,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,1.8023191763496327
0060936231,2.6,55,Soul Mountain,Gao Xingjian,2001,Perennial,1.4986800946521066
039914465X,2.5211267605633805,71,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group,1.4704692133355852
0449203794,2.58,100,Space,James A. Michener,1988,Fawcett Books,1.4698549607975493
014131088X,4.785714285714286,70,Speak,Laurie Halse Anderson,2001,Speak,1.9928079189291097
0812550757,3.081081081081081,74,Speaker for the Dead (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,1.6011636688555637
1573228583,2.6346153846153846,52,Speaking With the Angel,Nick Hornby,2001,Riverhead Books,1.5075871964043108
0671024108,2.757142857142857,70,Speaking in Tongues,Jeffery Deaver,2002,Pocket,1.5255275851286532
0440224810,1.576271186440678,59,Special Delivery: A Novel,Danielle Steel,1998,Dell Publishing Company,1.2806368639870296
0345353145,2.75,368,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,1.508747441871715
0446530891,4.098039215686274,51,Split Second,David Baldacci,2003,Warner Books,1.7922860364069675
1551669153,2.6271186440677967,59,Split Second (Maggie O'Dell Novels (Paperback)),Alex Kava,2001,Mira,1.5017004421654472
0425173534,0.9701492537313433,67,Ssn,Tom Clancy,2000,Berkley Publishing Group,1.1240916845595956
0380817691,2.8777777777777778,90,Stalker: A Peter Decker and Rina Lazarus Novel,Faye Kellerman,2001,Avon,1.551925191987943
080411935X,3.257142857142857,105,Standing in the Rainbow,FANNIE FLAGG,2003,Ballantine Books,1.657602797893731
0679426159,3.933333333333333,60,Standing in the Rainbow : A Novel,FANNIE FLAGG,2002,Random House,1.7784030228831917
0446527017,2.466666666666667,60,Standoff,Sandra Brown,2000,Warner Books,1.4670418989449299
0373484224,2.2755102040816326,98,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette,1.3879890432013575
0373484232,2.2413793103448274,87,Stanislaski Sisters,Nora Roberts,2001,Silhouette,1.3886635926682476
0440205573,1.4814814814814814,54,Star,Danielle Steel,1990,Dell,1.2752386127843542
0380804557,4.0,57,Stardust,Neil Gaiman,2003,Avon,1.786345620017837
037582233X,3.9594594594594597,74,Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers,1.8093542331657284
0441783589,3.151898734177215,79,Starship Troopers,Robert A. Heinlein,1987,Ace Books,1.6197451842746042
0425168220,1.3478260869565217,69,"State of Siege (Tom Clancy's Op-Center, 6)",Tom Clancy,1999,Berkley Publishing Group,1.2036043824502776
0553575538,2.161764705882353,68,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,1.391032869668324
0553578316,3.1648351648351647,91,Sticks &amp; Scones,Diane Mott Davidson,2002,Bantam Books,1.627187133987956
0553348973,2.966666666666667,60,Still Life with Woodpecker,TOM ROBBINS,1990,Bantam,1.5731877366511555
0553292722,2.1285714285714286,140,Still Waters,TAMI HOAG,1992,Bantam,1.3141365419709836
0440183057,2.1,80,Stillwatch,MARY HIGGINS CLARK,1986,Dell,1.3608177523176024
0786868619,3.175675675675676,74,Stolen Lives: Twenty Years in a Desert Jail,Malika Oufkir,2001,Talk Miramax Books,1.6235841911658893
0446611476,1.9230769230769231,78,Stone Kiss,Faye Kellerman,2003,Warner Books,1.3202990505143248
0446530387,2.982142857142857,56,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,2002,Warner Books,1.5761246762049037
0446603422,3.2162162162162162,74,Stormy Weather,Carl Hiaasen,1996,Warner Books,1.6331929864417432
0345301110,3.8412698412698414,63,Story of O,Pauline Reage,1989,Ballantine Books,1.7639666319153955
0375701907,3.9047619047619047,63,Straight Man : A Novel (Vintage Contemporaries),RICHARD RUSSO,1998,Vintage,1.7778035064015425
015600710X,3.533333333333333,60,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books,1.6934863527182114
0446603392,2.0,57,Strange Highways,Dean Koontz,1996,Warner Books,1.3734505808812463
0671741209,1.7692307692307692,65,Stranger Is Watching,Mary Higgins Clark,1991,Pocket,1.308153826614357
0441790348,4.615384615384615,130,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,2.0840227457008473
0425181111,3.7857142857142856,56,Strangers,Dean R. Koontz,2002,Berkley Publishing Group,1.740416425081945
0446600660,3.0294117647058822,68,Strip Tease,Carl Hiaasen,1994,Warner Books,1.5879037790263775
0060392452,4.3568904593639575,283,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,2.1416961886078028
3492045170,4.21875,64,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper,1.8485896392341752
068483376X,4.216666666666667,60,Succulent Wild Woman,Sark,1997,Fireside,1.8385523309167198
0425157539,1.8295454545454546,88,Sudden Prey,John Sandford,1997,Berkley Publishing Group,1.2813686319898019
0452283868,2.519230769230769,52,Sula,Toni Morrison,2002,Plume Books,1.4849463986918852
0515127221,2.864864864864865,74,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books,1.5499167607176771
0345441133,2.5172413793103448,87,Summer Island,KRISTIN HANNAH,2002,Ballantine Books,1.459504191266302
0553582658,2.0555555555555554,90,Summer Light,Luanne Rice,2002,Bantam Books,1.3373309688277486
0373218397,2.546153846153846,130,Summer Pleasures,Nora Roberts,2002,Silhouette,1.4491217229711786
0385324057,3.674698795180723,83,Summer Sisters,Judy Blume,1998,Delacorte Press,1.7523555421374248
0440184053,2.029850746268657,67,Summer's End,Danielle Steel,1980,Dell,1.3626822233228968
0886777844,3.0576923076923075,52,Summon the Keeper,Tanya Huff,1998,Daw Books,1.590603454683205
0684800713,3.467741935483871,62,Sun Also Rises,Ernest Hemingway,1995,Scribner,1.6815734569061214
0553572326,2.209090909090909,110,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,1.359910382654543
0385498721,4.337837837837838,74,Survivor : A Novel,CHUCK PALAHNIUK,2000,Anchor,1.8990363224070301
0060557257,2.740740740740741,54,Sushi for Beginners,Marian Keyes,2004,HarperTorch,1.5275776890532964
0446611085,3.526666666666667,150,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books,1.7614558543274503
0671689746,2.2222222222222223,54,Sweet Liar,Jude Deveraux,1993,Pocket,1.4236733635307908
0553278592,3.0338983050847457,59,Sweet Revenge,NORA ROBERTS,1997,Bantam,1.587273440169996
0061097659,2.109090909090909,55,Switcheroo : A Novel,Olivia Goldsmith,1999,HarperTorch,1.3993044330405797
0345314255,2.8469387755102042,98,Sword of Shannara,Terry Brooks,1995,Del Rey Books,1.5431800857790294
0373218400,1.9910714285714286,112,Table For Two,Nora Roberts,2002,Silhouette,1.2955089428983204
0440184622,2.5660377358490565,53,Tai-Pan,JAMES CLAVELL,1986,Dell,1.4933447006372023
044048474X,3.0166666666666666,60,Tales of a Fourth Grade Nothing,JUDY BLUME,1976,Yearling,1.5838023204217782
0060964049,3.929411764705882,85,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial,1.8192449714004897
0440221099,2.4788732394366195,71,Talk Before Sleep: A Novel,Elizabeth Berg,1995,Island,1.4606645259051323
006109918X,1.9230769230769231,52,Talking God (Jim Chee Novels),Tony Hillerman,1991,HarperTorch,1.3679689438443523
0345404319,4.0,70,Taltos: Lives of the Mayfair Witches,Anne Rice,1996,Ballantine Books,1.8118190572458341
0440235596,2.88,250,Tara Road,Maeve Binchy,2000,Dell Publishing Company,1.555450308835574
1400031354,3.9752475247524752,202,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,1.946887846750036
0515128546,2.981366459627329,161,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,1.5856011158193672
0312966806,1.96,100,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,St. Martin's Press,1.2999099462176535
0446607207,1.975,80,Tell Me Your Dreams,Sidney Sheldon,1999,Warner Vision,1.3300069767816236
0440236703,3.447619047619048,210,Tell No One,Harlan Coben,2002,Dell Publishing Company,1.7600138961259215
0743410181,1.9814814814814814,54,Temptation,Jude Deveraux,2001,Pocket Books,1.375432069538199
0312289723,2.9272727272727272,55,Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004,St. Martin's Press,1.564930535726458
0060976497,2.4814814814814814,54,Ten Stupid Things Women Do to Mess Up Their Lives,Laura C. Schlessinger,1995,Perennial,1.4756255262920435
0767903382,4.322033898305085,59,Tender at the Bone: Growing Up at the Table,Ruth Reichl,1999,Broadway Books,1.8582546005177336
0671023187,1.8431372549019607,51,Term Limits,Vince Flynn,1999,Pocket Star,1.3546149655612285
051511992X,2.712871287128713,101,That Camden Summer,Lavyrle Spencer,1997,Jove Books,1.5060337195642595
0440220793,1.4827586206896552,58,The 13th Juror,John T. Lescroart,1995,Dell,1.2637983551942265
0515133639,3.0806451612903225,62,The Absence of Nectar,Kathy Hepinstall,2002,Jove Books,1.5979322228348336
0425092917,2.074380165289256,121,The Accidental Tourist,Anne Tyler,1994,Berkley Publishing Group,1.3116119090615976
0553210793,3.661764705882353,68,The Adventures of Huckleberry Finn (Bantam Classics),MARK TWAIN,1981,Bantam,1.7313859672025855
0062502182,3.719298245614035,228,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco,1.8673532875119683
0446608653,1.975,80,The Alibi,Sandra Brown,2000,Warner Books,1.3300069767816236
0553572997,3.016181229773463,309,The Alienist,Caleb Carr,1995,Bantam Books,1.614174179130966
0312282990,3.8484848484848486,198,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador,1.898949861265308
0345413377,3.6029411764705883,68,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Del Rey,1.7180387869071245
0671701231,1.815217391304348,92,The Anastasia Syndrome,Mary Higgins Clark,1991,Pocket,1.2716051826056953
0345378482,3.643835616438356,146,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,1.7969035627326135
0345427637,2.2580645161290325,155,The Angel of Darkness,Caleb Carr,1998,Ballantine Books,1.3474971900544266
0553569570,1.3076923076923077,65,The Apocalypse Watch,Robert Ludlum,1996,Bantam Books,1.2058854334525155
0345447867,2.8735632183908044,87,The Apprentice,Tess Gerritsen,2003,Ballantine Books,1.5510066311221216
1573221112,4.277777777777778,54,The Art of Happiness: A Handbook for Living,Dalai Lama,1998,Penguin Putnam,1.8355797968521523
0874776945,3.7714285714285714,70,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,Jeremy P. Tarcher,1.7591677520288813
0061030643,3.1076923076923078,65,The Associate,Phillip Margolin,2002,HarperTorch,1.6047321667836976
0515130044,2.9367088607594938,79,The Attorney,Steve Martini,2001,Jove Books,1.5670343831707247
0345350685,4.03125,64,The Autobiography of Malcolm X,Malcolm X,1989,Ballantine Books,1.8073833720212509
0446610542,2.622950819672131,122,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,1.4747638616356469
0451147367,3.4210526315789473,57,"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",Stephen King,1991,New Amer Library,1.6668233718467187
0064407667,3.621739130434783,230,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,1.831768178767549
0425124347,2.8076923076923075,130,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,1.5293694358812482
0451197399,3.2432432432432434,74,The Ballad of Frankie Silver,Sharyn McCrumb,1999,Signet Book,1.6395988499589789
1573226521,4.157894736842105,57,The Beach,Alex Garland,1998,Riverhead Books,1.8189425967917785
0316969680,3.8733333333333335,150,The Beach House,James Patterson,2002,"Little, Brown",1.8739207336974544
0060915544,4.086065573770492,244,The Bean Trees,Barbara Kingsolver,1989,Perennial,2.013800629580078
039914563X,3.314814814814815,54,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,1.6426146208817847
0425180964,2.7803030303030303,132,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group,1.5207736235601248
0553571656,3.364864864864865,74,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam,1.6684252357865401
0553278355,3.757575757575758,66,The Bell Jar,Sylvia Plath,1983,Bantam,1.7502137692858803
0060930187,4.265822784810126,79,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial,1.8926010958711563
0446604089,2.640625,64,The Best Laid Plans,Sidney Sheldon,1998,Warner Books,1.5017702235253956
0316602906,3.466666666666667,120,The Big Bad Wolf: A Novel,James Patterson,2003,"Little, Brown",1.7257960334637001
0345335287,2.156862745098039,51,The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks,1990,Del Rey Books,1.415508331939766
067189109X,1.75,56,The Blessing,Jude Deveraux,1999,Pocket Star,1.324210661260107
0385720955,3.0,150,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,1.5905957491307132
0740704818,4.962962962962963,54,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing,1.972881941292606
0671042262,3.647482014388489,139,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket,1.7933975046835362
0452282195,3.0163934426229506,122,The Bluest Eye,Toni Morrison,2000,Plume Books,1.5923786700862845
0425147622,2.9279279279279278,222,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,1.5717360327478471
0451188454,3.1363636363636362,110,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book,1.625123202035568
0399146431,3.358974358974359,117,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group,1.692352504412289
0553275976,2.142857142857143,189,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books,1.2932256772816022
0894803204,4.294117647058823,68,The Book of Questions,Gregory Stock,1987,Workman Publishing,1.8748681553787936
0385265700,2.6677115987460813,319,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,1.4733578554887146
0671567829,2.2452830188679247,53,The Bookman's Wake (Cliff Janeway Novels (Paperback)),John Dunning,1996,Pocket Star,1.4297337413492754
0553260111,2.871794871794872,195,The Bourne Identity,Robert Ludlum,1984,Bantam Books,1.5499277606932576
0553263226,2.1145833333333335,96,The Bourne Supremacy,Robert Ludlum,1987,Bantam,1.3463289176212918
0553287737,2.493333333333333,75,The Bourne Ultimatum,Robert Ludlum,1991,Bantam Books,1.4611546691799648
0060096195,4.02803738317757,107,The Boy Next Door,Meggin Cabot,2002,Avon Trade,1.8762594452469572
0440236673,2.7573529411764706,408,The Brethren,John Grisham,2000,Island,1.513874104283465
0440108268,3.0987654320987654,81,The Bridge Across Forever,Richard Bach,1986,Dell,1.6072673613484068
0446364495,3.280701754385965,57,The Bridges of Madison County,Robert James Waller,1995,Warner Books,1.637848281380993
0446360589,1.6466666666666667,150,The Burden of Proof,Scott Turow,1991,Warner Books,1.151550162359351
0446611239,3.342857142857143,70,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books,1.6604465547470948
0425116840,1.8313253012048192,166,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,1.1989306759611247
0515087122,2.2098765432098766,81,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990,Jove Books,1.3868176181246405
0140113428,2.235294117647059,51,The Cat Who Came for Christmas,Cleveland Amory,1989,Penguin USA,1.4307316735344004
0515115649,1.8857142857142857,70,The Cat Who Came to Breakfast,Lilian Jackson Braun,1995,Jove Books,1.3247944839890202
0515090174,2.8333333333333335,72,The Cat Who Could Read Backwards,Lilian Jackson Braun,1994,Jove Books,1.5427548436095135
0515095826,2.943661971830986,71,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books,1.5685160876401172
051510566X,3.09375,64,The Cat Who Lived High,Lilian Jackson Braun,1991,Jove Books,1.6013520359566293
0515109509,2.0,54,The Cat Who Moved a Mountain,Lilian Jackson Braun,1992,Jove Books,1.3791429383068596
0515090506,2.417910447761194,67,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books,1.450053406531993
0515093203,2.46875,64,The Cat Who Played Post Office (Cat Who... (Paperback)),Lilian Jackson Braun,1991,Jove Books,1.4639978119135482
0515129941,2.074626865671642,67,The Cat Who Robbed a Bank (Cat Who... (Paperback)),Lilian Jackson Braun,2001,Jove Books,1.372763513693177
0515120278,2.087719298245614,57,The Cat Who Said Cheese,Lilian Jackson Braun,1997,Jove Books,1.3915600124223249
051512463X,1.9,60,The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,Jove Books,1.3467432828778743
0515090166,2.3220338983050848,59,The Cat Who Saw Red,Lilian Jackson Braun,1991,Jove Books,1.4375206936620357
0515127396,2.6142857142857143,70,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books,1.4926205193680575
0515132268,2.6962025316455698,79,The Cat Who Smelled a Rat (Cat Who... (Paperback)),Lilian Jackson Braun,2002,Jove Books,1.5081223113487416
0515099546,2.25,52,The Cat Who Sniffed Glue,Lilian Jackson Braun,1996,Jove Books,1.4321178706962252
0515102652,3.338709677419355,62,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1996,Jove Books,1.6536930455490255
0515087947,2.358490566037736,53,The Cat Who Turned on and Off (Cat Who... (Paperback)),Lilian Jackson Braun,1995,Jove Books,1.452184668156779
0515111279,2.3015873015873014,63,The Cat Who Wasn't There,Lilian Jackson Braun,1994,Jove Books,1.4284224256263356
0515134384,2.8055555555555554,72,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,Jove Books,1.5362626145305964
0515113328,1.1944444444444444,72,The Cat Who Went into the Closet,Lilian Jackson Braun,1995,Jove Books,1.159713327953393
